Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,11,11,8.657,1668.47,1668.47,100,136191,150527,161791,136191,150527,161791
2,3448,23,8.691,3040.61,2354.54,200,238591,270335,294911,270335,286719,299007
3,54,28,10.535,3997.33,2902.1366666666668,300,286719,325631,380927,346111,370687,391167
4,2325,37,10.579,5064.79,3442.8,400,346111,399359,481279,450559,477183,497663
5,106,43,11.517,5744.19,3903.078,500,395263,466943,540671,509951,540671,565247
6,102,48,12.489,6431.81,4324.533333333334,600,448511,509951,598015,573439,606207,630783
7,101,51,13.472,7236.43,4740.518571428572,700,491519,561151,663551,643071,679935,708607
8,99,55,14.483,7934.07,5139.7125,800,528383,610303,720895,700415,745471,778239
9,100,58,15.484,8829.19,5549.654444444444,900,569343,663551,790527,782335,827391,864255
10,100,60,16.478,9770.37,5971.726,1000,618495,720895,876543,864255,917503,958463
11,100,62,17.473,10745.23,6405.680909090909,1100,667647,782335,958463,954367,1007615,1056767
12,98,64,18.491,11742.71,6850.433333333333,1200,716799,851967,1044479,1040383,1105919,1155071
13,97,66,19.519,12820.02,7309.632307692308,1300,770047,917503,1138687,1138687,1204223,1261567
14,101,68,20.508,13797.02,7773.017142857143,1400,831487,991231,1228799,1228799,1302527,1351679
15,100,69,21.501,14769.39,8239.442,1500,888831,1064959,1310719,1318911,1392639,1449983
16,100,71,22.494,15667.65,8703.705,1600,946175,1138687,1392639,1392639,1474559,1540095
17,101,72,23.48,16669.19,9172.26294117647,1700,1007615,1204223,1466367,1482751,1572863,1638399
18,101,73,24.47,17577.52,9639.221666666666,1800,1064959,1269759,1556479,1564671,1654783,1728511
19,101,74,25.451,18412.4,10100.967894736843,1900,1122303,1335295,1638399,1638399,1728511,1810431
20,100,75,26.445,19364.08,10564.1235,2000,1171455,1400831,1712127,1720319,1818623,1900543
21,100,76,27.438,20339.55,11029.62,2100,1228799,1466367,1785855,1810431,1916927,1998847
22,104,77,28.4,21218.12,11492.733636363637,2200,1286143,1523711,1867775,1892351,1998847,2080767
23,98,78,29.411,22174.35,11957.151739130435,2300,1343487,1589247,1949695,1974271,2088959,2179071
24,101,78,30.396,23070.77,12420.219166666666,2400,1392639,1654783,2015231,2056191,2179071,2260991
25,100,79,31.395,23997.15,12883.2964,2500,1449983,1720319,2113535,2146303,2260991,2359295
26,100,80,32.387,24959.68,13347.772692307692,2600,1499135,1785855,2195455,2228223,2359295,2457599
27,98,80,33.398,25861.62,13811.248518518518,2700,1564671,1843199,2260991,2310143,2441215,2539519
28,99,81,34.407,26842.61,14276.654285714285,2800,1613823,1916927,2359295,2392063,2523135,2637823
29,101,81,35.393,27784.18,14742.431034482759,2900,1662975,1982463,2424831,2473983,2621439,2736127
30,102,82,36.365,28942.33,15215.761,3000,1720319,2047999,2523135,2588671,2736127,2850815
31,96,82,37.397,29838.41,15687.45935483871,3100,1769471,2113535,2605055,2654207,2818047,2932735
32,53,81,39.273,30814.74,16160.186875,3200,1826815,2179071,2686975,2752511,2899967,3031039
33,101,81,40.26,31928.79,16638.023333333334,3300,1892351,2244607,2785279,2850815,2998271,3129343
34,102,82,41.24,32922.26,17116.971470588236,3400,1941503,2326527,2867199,2932735,3096575,3227647
35,101,82,42.223,33757.68,17592.420285714285,3500,1998847,2392063,2932735,3014655,3178495,3309567
36,27,78,45.873,34674.64,18066.92638888889,3600,2056191,2457599,3031039,3080191,3260415,3407871
37,4,55,66.595,41764.23,18707.394054054053,3700,2129919,2539519,3178495,3620863,3866623,4063231
38,27,54,70.213,59950.79,19792.746578947368,3800,2228223,2703359,3915775,5341183,5636095,5898239
39,36,53,72.936,62905.85,20898.21076923077,3900,2326527,2867199,4915199,5603327,5931007,6193151
40,36,52,75.66,66456.48,22037.1675,4000,2441215,3080191,5406719,5931007,6258687,6520831
41,55,52,77.475,68542.08,23171.433658536585,4100,2572287,3358719,5734399,6094847,6455295,6717439
42,55,52,79.291,70660.95,24302.13642857143,4200,2719743,3817471,5963775,6291455,6651903,6946815
43,109,53,80.205,71994.9,25411.27046511628,4300,2867199,4227071,6193151,6422527,6782975,7077887
44,55,53,82.022,73467.58,26503.45931818182,4400,3014655,4587519,6356991,6553599,6914047,7208959
45,109,54,82.937,74588.07,27572.006222222222,4500,3211263,4849663,6520831,6651903,7012351,7340031
46,109,54,83.854,72212.57,28542.453260869566,4600,3440639,5079039,6586367,6455295,6815743,7110655
47,54,54,85.678,71396.85,29454.248936170214,4700,3670015,5210111,6651903,6356991,6717439,7012351
48,36,54,88.394,73581.83,30373.57354166667,4800,3883007,5373951,6717439,6553599,6914047,7208959
49,27,53,92.012,76907.1,31323.237346938775,4900,4095999,5505023,6848511,6848511,7241727,7536639
50,54,53,93.831,79868.29,32294.1384,5000,4292607,5668863,6946815,7110655,7503871,7831551
51,109,53,94.748,81633.09,33261.568823529415,5100,4489215,5799935,7045119,7274495,7700479,8028159
52,109,54,95.663,82638.75,34211.13,5200,4653055,5898239,7143423,7372799,7798783,8126463
