Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,763,763,26.192,1103.65265,1103.65265,20000,18350079,20185087,21757951,18350079,20185087,21757951
2,904,827,48.316,2354.6193,1729.135975,40000,37486591,42467327,46137343,42467327,44826623,46661631
3,917,855,70.121,2424.23965,1960.8372,60000,40632319,44302335,47185919,43778047,46137343,48234495
4,911,868,92.061,2510.06425,2098.1439625,80000,42205183,45350911,48496639,45350911,47710207,49807359
5,923,879,113.715,2448.88435,2168.29204,100000,42729471,45613055,48496639,44302335,46661631,48496639
6,919,885,135.473,2467.69125,2218.1919083333332,120000,42991615,45875199,48758783,44564479,46923775,49020927
7,915,889,157.316,2502.092,2258.749064285714,140000,43253759,46137343,49020927,45088767,47710207,49807359
8,916,893,179.141,2500.36015,2288.95045,160000,43515903,46399487,49020927,45088767,47710207,49545215
9,923,896,200.787,2471.87635,2309.27555,180000,43778047,46399487,49020927,44564479,47185919,49020927
10,920,898,222.503,2458.6793,2324.215925,200000,43778047,46661631,49020927,44302335,46923775,48758783
11,920,900,244.232,2463.2987,2336.8598136363635,220000,43778047,46661631,49020927,44302335,46923775,49020927
12,920,902,265.959,2479.6109,2348.7557375,240000,44040191,46661631,49020927,44826623,47185919,49283071
13,927,904,287.512,2459.9131,2357.3063038461537,260000,44040191,46661631,49020927,44302335,46923775,48758783
14,926,905,309.095,2453.597,2364.1842107142857,280000,44040191,46661631,49020927,44302335,46661631,48758783
15,935,907,330.47,2396.826,2366.36033,300000,44040191,46661631,49020927,43253759,45613055,47710207
16,935,909,351.847,2358.06355,2365.84178125,320000,43778047,46399487,48758783,42467327,44826623,46923775
17,935,910,373.234,2389.2828,2367.2206647058824,340000,43778047,46399487,48758783,42991615,45613055,47448063
18,934,912,394.647,2379.05445,2367.878097222222,360000,43778047,46399487,48758783,42991615,45350911,47185919
19,925,912,416.261,2451.14745,2372.260694736842,380000,43778047,46399487,48758783,44302335,46661631,48758783
20,917,913,438.069,2511.02025,2379.1986725,400000,43778047,46399487,48758783,45350911,47972351,49807359
