Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
64,5555,75,84.616,65372.21,26683.59125,6400,3014655,4325375,6094847,5832703,6160383,6422527
65,55,75,86.427,66033.86,27288.98,6500,3129343,4521983,6160383,5898239,6225919,6488063
66,36,74,89.141,67753.0,27902.071212121213,6600,3244031,4653055,6225919,6029311,6389759,6651903
67,109,74,90.053,69903.8,28528.962686567163,6700,3358719,4784127,6291455,6225919,6586367,6881279
68,109,74,90.97,70966.01,29153.036911764706,6800,3473407,4915199,6324223,6324223,6684671,6979583
69,109,75,91.886,71928.7,29772.974057971016,6900,3604479,5046271,6389759,6422527,6782975,7077887
70,109,75,92.797,72747.17,30386.891142857145,7000,3719167,5144575,6455295,6488063,6848511,7143423
71,11111,76,92.807,73510.44,30994.265070422534,7100,3850239,5242879,6488063,6553599,6914047,7208959
72,109,76,93.724,73987.87,31591.398472222223,7200,3981311,5341183,6553599,6586367,6979583,7274495
73,36,75,96.463,74960.07,32185.4898630137,7300,4112383,5406719,6619135,6684671,7045119,7372799
74,27,73,100.09,78130.71,32806.37121621622,7400,4227071,5505023,6717439,6946815,7340031,7667711
75,105,74,101.035,79926.03,33434.63333333333,7500,4358143,5603327,6782975,7143423,7536639,7831551
76,2702,75,101.072,80810.46,34057.99947368421,7600,4456447,5701631,6881279,7208959,7602175,7929855
77,106,75,102.013,81508.71,34674.242467532466,7700,4587519,5767167,6979583,7274495,7667711,7995391
78,55,75,103.826,82186.12,35283.3691025641,7800,4653055,5832703,7045119,7307263,7733247,8060927
79,36,74,106.548,84268.7,35903.43658227848,7900,4784127,5898239,7143423,7503871,7929855,8257535
80,27,72,110.165,87145.03,36543.9565,8000,4849663,5996543,7274495,7766015,8191999,8585215
81,55,72,111.973,91083.12,37217.27950617284,8100,4947967,6094847,7438335,8126463,8585215,8978431
82,55,72,113.788,92325.96,37889.336585365854,8200,5046271,6160383,7602175,8224767,8716287,9109503
83,8333,72,113.8,93360.4,38557.66265060241,8300,5144575,6258687,7766015,8323071,8781823,9175039
84,109,73,114.714,93996.32,39217.64666666667,8400,5210111,6324223,7864319,8388607,8847359,9240575
85,108,73,115.633,94615.01,39869.380352941174,8500,5308415,6389759,7995391,8454143,8912895,9306111
86,7692,74,115.646,95281.31,40513.70511627907,8600,5373951,6455295,8126463,8519679,8978431,9371647
87,54,74,117.488,95661.15,41147.58379310345,8700,5472255,6520831,8224767,8519679,9043967,9437183
88,2941,74,117.524,96237.72,41773.60806818182,8800,5537791,6619135,8388607,8585215,9109503,9437183
89,106,75,118.463,96653.9,42390.24056179775,8900,5603327,6684671,8519679,8650751,9109503,9502719
90,106,75,119.404,97424.51,43001.732444444446,9000,5701631,6750207,8585215,8716287,9175039,9568255
91,9090,76,119.415,98034.39,43606.486923076925,9100,5767167,6848511,8716287,8781823,9240575,9633791
92,109,76,120.329,98689.79,44205.21847826087,9200,5832703,6914047,8781823,8847359,9306111,9699327
93,109,76,121.244,99200.62,44796.56688172043,9300,5898239,6979583,8847359,8847359,9371647,9764863
94,55,76,123.056,100468.79,45388.82457446808,9400,5963775,7077887,8912895,8978431,9502719,9895935
95,109,76,123.967,101584.14,45980.35421052632,9500,6029311,7143423,8978431,9043967,9568255,9961471
