Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,532,532,37.582,4846.24165,4846.24165,20000,73924607,80216063,94371839,73924607,80216063,94371839
2,646,583,68.534,10300.27555,7573.2586,40000,163577855,175112191,206569471,175112191,185597951,206569471
3,662,607,98.711,15010.4497,10052.3223,60000,192937983,217055231,274726911,240123903,274726911,289406975
4,684,625,127.952,19730.77375,12471.9351625,80000,242221055,295698431,369098751,312475647,369098751,381681663
5,634,627,159.481,23370.62315,14651.67276,100000,304087039,371195903,448790527,406847487,448790527,455081983
6,693,637,188.332,26575.231,16638.793810051582,120001,358612991,406847487,532676607,494927871,532676607,532676607
7,637,637,219.722,27104.92445,18133.815124069657,140002,383778815,452984831,532676607,501219327,520093695,545259519
8,626,635,251.67,29024.2584,19495.10351745603,160002,406847487,471859199,545259519,482344959,545259519,566231039
9,666,639,281.689,28851.14665,20534.65231497428,180002,436207615,492830719,545259519,499122175,499122175,570425343
10,606,635,314.642,31577.4495,21638.92099079009,200002,455081983,499122175,562036735,553648127,599785471,633339903
11,633,635,346.215,42019.1047,23491.754901114087,220001,492830719,526385151,675282943,675282943,708837375,813694975
