Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,3,3,16.113,729.02,729.02,50,29695,33023,35327,29695,33023,35327
2,4,3,26.995,1527.98,1128.5,100,56575,65535,72703,65535,71167,74751
3,4,3,37.862,2226.26,1494.42,150,74751,92671,107007,97279,104447,109055
4,4,4,48.685,2362.92,1711.545,200,90111,101887,111103,104447,111103,116223
5,4,4,59.508,2367.64,1842.764,250,94719,104447,113663,104447,111615,116223
6,4,4,70.342,2358.94,1928.7933333333333,300,97279,106495,113663,103935,111103,115711
7,4,4,81.107,2372.28,1992.1485714285714,350,99327,107007,115711,104447,111615,116223
8,4,4,91.826,2394.6,2042.455,400,99839,108543,115711,105983,113151,117759
9,4,4,102.557,2359.38,2077.668888888889,450,101375,109055,115711,103935,111103,115711
10,4,4,113.279,2359.26,2105.828,500,101887,109055,115711,103935,111103,115711
