Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,12,12,8.051,230.48,230.48,100,23039,23167,0,23039,23167,0
2,96,22,9.089,1.508910740581E10,7.544553818145E9,200,1511828488191,1511828488191,0,1511828488191,1511828488191,1511828488191
3,97,29,10.115,1.508910787023E10,1.0025985218112957E10,301,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
4,96,36,11.155,1.50891083497E10,1.1260528322442785E10,402,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
5,97,41,12.186,1.508910879272E10,1.1999290785077536E10,503,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
6,96,45,13.226,1.508910928738E10,1.2511698496902157E10,603,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
7,96,49,14.263,1.508910970812E10,1.2860035744948864E10,704,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
8,97,52,15.291,3436.87,1.1260529238968906E10,804,1511828488191,1511828488191,1511828488191,305151,323583,337919
9,98,55,16.311,1.508911059223E10,1.1684044875391592E10,904,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
10,98,57,17.331,1.508911094647E10,1.2023194882471115E10,1004,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
11,97,60,18.355,1.508911139957E10,1.2300904711918478E10,1104,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
12,97,62,19.381,1.508911187721E10,1.253248338013206E10,1204,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
13,96,63,20.415,1.508911237604E10,1.272854388595322E10,1304,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
14,98,65,21.436,1.508911288547E10,1.2896675581075499E10,1404,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
15,98,66,22.454,1.508911338712E10,1.304244937137101E10,1504,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
16,98,68,23.473,1.508911385601E10,1.3170046907819826E10,1604,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
17,97,69,24.503,1.50891143494E10,1.3282668236551056E10,1704,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
18,96,70,25.538,1.508911479369E10,1.3382803855017738E10,1804,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
19,97,71,26.566,1.508911533974E10,1.3472421054845589E10,1904,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
20,98,72,27.586,1.508911579784E10,1.3553094445214571E10,2004,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
21,98,73,28.605,9388.43,1.2908936410196293E10,2104,1511828488191,1511828488191,1511828488191,835583,880639,921599
22,97,74,29.635,1.508911667888E10,1.300785566013657E10,2204,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
23,98,75,30.652,1.508911719278E10,1.309818819193533E10,2304,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
24,95,75,31.704,1.508911764211E10,1.3181005556751247E10,2404,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
25,98,76,32.724,1.508911815123E10,1.3257208136402956E10,2504,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
