Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,3,3,25.33,1.508909978031E10,1.508909978031E10,100,33535,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
2,97,7,26.36,1.508910022283E10,1.4939702971851484E10,202,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
3,97,11,27.389,1.508910070426E10,1.4939703203762377E10,303,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
4,97,14,28.42,1.508910116087E10,1.4939703432740099E10,404,1511828488191,1511828488191,1511828488191,155647,1511828488191,1511828488191
5,96,17,29.46,1.508910157978E10,1.4969345922232143E10,504,208895,1511828488191,1511828488191,196607,206847,1511828488191
6,800,20,29.586,2738.02,1.2490977845375828E10,604,243711,1511828488191,1511828488191,246783,259071,272383
7,97,23,30.61,1.508910254409E10,1.2841788472363121E10,705,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
8,97,25,31.631,1.50891030236E10,1.312095798183354E10,805,1511828488191,1511828488191,1511828488191,325631,1511828488191,1511828488191
9,97,27,32.655,4041.65,1.1671128817172377E10,905,1511828488191,1511828488191,1511828488191,360447,380927,397311
10,98,29,33.674,1.508910377275E10,1.2011225827677612E10,1005,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
11,98,31,34.694,1.508910419715E10,1.228976685658914E10,1105,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
12,97,33,35.717,1.508910465503E10,1.252207704733112E10,1205,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
13,97,35,36.738,1.508910512317E10,1.271878417957931E10,1305,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
14,98,37,37.758,1.508910561565E10,1.2887490331612812E10,1405,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
15,97,38,38.781,1.508910611581E10,1.3033777094682392E10,1505,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
16,96,40,39.815,1.508910661349E10,1.3161835008626791E10,1605,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
17,97,41,40.837,1.508910710082E10,1.3274871494972433E10,1705,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
18,98,43,41.856,1.508910753485E10,1.337538318693241E10,1805,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
19,98,44,42.876,1.508910804652E10,1.3465342497146982E10,1905,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
20,98,45,43.896,1.508910850904E10,1.3539575427701395E10,2006,1511828488191,1511828488191,1511828488191,815103,1511828488191,1511828488191
21,98,46,44.916,9468.93,1.2896671061188034E10,2106,1511828488191,1511828488191,1511828488191,843775,892927,929791
22,98,48,45.937,1.508910938843E10,1.29960562981437E10,2206,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
23,98,49,46.958,1.508910990377E10,1.3086821849124891E10,2306,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
24,98,50,47.974,1.508911033068E10,1.3170042484268496E10,2406,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191,1511828488191
