Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,0,0,26.332,6838.2,6838.2,10,47615,57599,57599,47615,57599,57599
2,0,0,44.165,14299.9,10569.05,20,93695,109567,125439,109567,125439,125439
3,0,0,59.639,19796.5,13644.866666666667,30,125439,153599,176127,153599,176127,176127
4,0,0,75.429,24959.7,16473.575,40,153599,176127,223231,196607,223231,223231
5,0,0,89.766,28714.7,18921.8,50,176127,223231,258047,227327,258047,258047
6,0,0,105.411,33035.8,21274.133333333335,60,197631,227327,262143,262143,296959,296959
7,0,0,120.304,36467.0,23444.542857142857,70,226303,262143,296959,288767,327679,327679
8,0,0,133.65,39632.9,25468.0875,80,251903,288767,327679,313343,356351,356351
9,0,0,148.925,43861.5,27511.8,90,262143,313343,356351,348159,395263,395263
