Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,16,16,6.225,1.8106936506114E11,1.8106936506114E11,100,16630113370111,16630113370111,16630113370111,16630113370111,16630113370111,16630113370111
2,54,24,8.052,2.2633670776624E11,2.0370303641369E11,200,22677427322879,22677427322879,22677427322879,22677427322879,22677427322879,22677427322879
3,106,33,8.995,1.2071291312442E11,1.7603966198393332E11,300,22677427322879,22677427322879,22677427322879,12094627905535,12094627905535,12094627905535
4,106,40,9.939,1.2071291415565E11,1.618034663609601E11,401,16630113370111,22677427322879,22677427322879,12094627905535,12094627905535,12094627905535
5,110,46,10.854,1.1951773756167326E11,1.511875864406267E11,509,16630113370111,22677427322879,22677427322879,7559142440959,12094627905535,12094627905535
6,107,51,11.784,1.2071291574814E11,1.45943890283759E11,610,16630113370111,22677427322879,22677427322879,10582799417343,12094627905535,12094627905535
7,107,56,12.713,1.3580203056676E11,1.4350486171995663E11,715,16630113370111,18141941858303,22677427322879,12094627905535,13606456393727,13606456393727
8,179,61,13.269,7.544557593943E10,1.3482317469242595E11,817,16630113370111,16630113370111,22677427322879,667647,704511,4535485464575
9,191,66,13.792,6.035646322667E10,1.2670248641917012E11,917,15118284881919,16630113370111,22677427322879,6047313952767,6047313952767,6047313952767
10,101,68,14.779,1.3580203250776E11,1.2759723038068338E11,1017,13606456393727,16630113370111,22677427322879,13606456393727,13606456393727,13606456393727
11,101,70,15.762,1.3580203336332E11,1.2833176959130438E11,1117,13606456393727,16630113370111,22677427322879,13606456393727,13606456393727,13606456393727
12,101,72,16.751,7.544557947435E10,1.2398615002540839E11,1217,13606456393727,16630113370111,22677427322879,7559142440959,7559142440959,7559142440959
13,98,74,17.764,11981.92,1.1457186467662415E11,1317,13606456393727,16630113370111,22677427322879,1064959,1130495,1179647
14,99,75,18.765,13031.35,1.0648634233045096E11,1417,13606456393727,16630113370111,22677427322879,1163263,1228799,1277951
15,99,76,19.768,14006.29,9.940128358555862E10,1518,13606456393727,16630113370111,22677427322879,1261567,1335295,1392639
16,100,77,20.768,15012.82,9.32578182844005E10,1618,13606456393727,16630113370111,22677427322879,1343487,1417215,1474559
17,53,75,22.637,15916.8,8.782954108023283E10,1718,13606456393727,16630113370111,22677427322879,1417215,1499135,1564671
18,100,76,23.633,16850.29,8.299843413689163E10,1818,12094627905535,15118284881919,22677427322879,1499135,1589247,1654783
19,847,80,23.751,17785.5,7.867109230418092E10,1918,12094627905535,15118284881919,22677427322879,1589247,1679359,1744895
20,97,81,24.778,18665.59,7.477262482952328E10,2018,12094627905535,13606456393727,22677427322879,1662975,1761279,1835007
