Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
106,110,165,64.037,58206.9,29431.634056603772,10600,3424255,4079615,5079039,5177343,5472255,5734399
107,5000,167,64.057,59056.8,29708.50476635514,10700,3457023,4128767,5144575,5275647,5570559,5799935
108,108,166,64.98,59143.46,29981.05064814815,10800,3489791,4161535,5177343,5275647,5570559,5799935
109,108,165,65.899,60195.38,30258.24633027523,10900,3522559,4227071,5242879,5373951,5668863,5898239
110,110,164,66.807,60935.22,30537.12790909091,11000,3555327,4259839,5275647,5439487,5734399,5996543
111,5263,166,66.826,61826.21,30819.01153153153,11100,3588095,4292607,5308415,5505023,5832703,6062079
112,109,165,67.741,62659.54,31103.301964285714,11200,3620863,4325375,5373951,5603327,5898239,6160383
113,2173,166,67.788,62766.67,31383.50876106195,11300,3653631,4358143,5406719,5603327,5931007,6160383
114,103,165,68.75,63277.95,31663.28456140351,11400,3686399,4423679,5472255,5636095,5963775,6225919
115,1785,167,68.806,63784.13,31942.596260869566,11500,3719167,4456447,5505023,5701631,5996543,6258687
116,2380,168,68.848,63842.44,32217.594913793102,11600,3751935,4489215,5537791,5701631,6029311,6258687
117,55,165,70.652,64677.02,32495.0258974359,11700,3784703,4521983,5603327,5767167,6094847,6356991
118,9090,166,70.663,65667.16,32776.1456779661,11800,3817471,4587519,5636095,5865471,6193151,6455295
119,110,166,71.572,66203.91,33057.0512605042,11900,3850239,4620287,5701631,5898239,6225919,6488063
120,109,165,72.484,67061.9,33340.425,12000,3883007,4653055,5734399,5996543,6324223,6586367
121,5555,166,72.502,67502.53,33622.75644628099,12100,3915775,4685823,5767167,6029311,6356991,6619135
122,110,166,73.408,68140.7,33905.69040983607,12200,3948543,4751359,5832703,6062079,6422527,6684671
123,3846,167,73.434,68426.18,34186.344796747966,12300,3981311,4784127,5898239,6094847,6455295,6717439
124,102,166,74.408,68874.82,34466.090564516126,12400,4014079,4816895,5963775,6127615,6488063,6750207
125,1470,167,74.476,69448.53,34745.95008,12500,4046847,4849663,5996543,6193151,6553599,6815743
126,1694,169,74.535,69518.25,35021.92071428571,12600,4079615,4915199,6029311,6193151,6553599,6815743
127,108,168,75.459,70339.05,35300.00834645669,12700,4112383,4947967,6094847,6291455,6619135,6914047
128,9090,169,75.47,70472.77,35574.795546875,12800,4145151,4980735,6127615,6291455,6651903,6914047
129,110,168,76.377,71358.13,35852.185736434105,12900,4177919,5013503,6160383,6356991,6717439,7012351
130,5263,170,76.396,71392.6,36125.57353846154,13000,4227071,5046271,6225919,6356991,6717439,7012351
131,109,169,77.312,71827.62,36398.10824427481,13100,4259839,5079039,6258687,6389759,6750207,7045119
132,109,168,78.225,72847.23,36674.23795454545,13200,4292607,5144575,6291455,6488063,6848511,7143423
133,109,168,79.136,73455.38,36950.787894736844,13300,4325375,5177343,6356991,6553599,6914047,7208959
134,103,167,80.1,74461.45,37230.71820895522,13400,4358143,5210111,6422527,6651903,7012351,7307263
135,1282,168,80.178,75145.31,37511.567037037035,13500,4390911,5242879,6455295,6717439,7077887,7372799
136,2000,169,80.228,75216.03,37788.80573529412,13600,4423679,5308415,6488063,6717439,7077887,7372799
137,108,168,81.147,75649.76,38065.16306569343,13700,4456447,5341183,6553599,6750207,7110655,7438335
138,109,168,82.06,76548.98,38344.03130434782,13800,4489215,5373951,6586367,6815743,7208959,7503871
139,110,167,82.97,77309.75,38624.360215827335,13900,4521983,5406719,6651903,6881279,7274495,7602175
140,109,166,83.884,78239.05,38907.32228571428,14000,4554751,5439487,6684671,6979583,7372799,7667711
141,5000,168,83.904,78903.65,39190.984184397166,14100,4587519,5472255,6717439,7045119,7438335,7733247
142,110,167,84.814,79374.15,39473.964225352116,14200,4620287,5505023,6782975,7077887,7471103,7798783
143,6666,168,84.829,79830.65,39756.17881118881,14300,4653055,5570559,6848511,7110655,7536639,7831551
144,105,167,85.78,80488.77,40039.044027777774,14400,4685823,5603327,6881279,7176191,7569407,7897087
145,5263,168,85.799,80798.95,40320.146827586206,14500,4718591,5636095,6946815,7208959,7602175,7929855
146,109,168,86.713,81667.47,40603.34767123288,14600,4751359,5668863,6979583,7274495,7700479,8028159
147,109,167,87.625,82445.68,40887.9893877551,14700,4784127,5701631,7045119,7340031,7766015,8093695
148,109,167,88.541,83494.27,41175.869662162164,14800,4816895,5767167,7077887,7438335,7864319,8191999
149,110,166,89.446,83805.46,41461.97429530201,14900,4849663,5799935,7143423,7471103,7897087,8224767
150,5000,167,89.466,84464.99,41748.66106666667,15000,4882431,5832703,7208959,7536639,7962623,8290303
151,110,167,90.368,84613.84,42032.53642384106,15100,4915199,5865471,7274495,7536639,7962623,8323071
152,1960,168,90.419,85401.82,42317.86065789474,15200,4947967,5931007,7307263,7602175,8028159,8388607
