Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
102,8333,488,20.866,14421.34,9476.753725490196,10200,946175,1081343,1277951,1286143,1359871,1417215
103,9090,493,20.877,14433.35,9524.876019417476,10300,950271,1089535,1286143,1286143,1359871,1417215
104,11111,497,20.886,14442.55,9572.161346153845,10400,958463,1097727,1294335,1286143,1359871,1417215
105,118,483,21.732,14516.05,9619.246,10500,962559,1097727,1302527,1294335,1368063,1425407
106,5000,487,21.752,15304.92,9672.884433962265,10600,966655,1105919,1310719,1368063,1441791,1507327
107,8333,491,21.765,15320.5,9725.665887850468,10700,974847,1114111,1318911,1368063,1441791,1507327
108,6666,495,21.781,15335.3,9777.606944444444,10800,978943,1122303,1327103,1368063,1441791,1507327
109,7692,500,21.794,15348.6,9828.716972477065,10900,983039,1130495,1335295,1368063,1449983,1507327
110,115,485,22.657,15573.73,9880.944363636363,11000,991231,1138687,1343487,1384447,1466367,1531903
111,16666,489,22.663,16221.35,9938.065135135135,11100,995327,1146879,1359871,1449983,1531903,1597439
112,110,475,23.572,16721.08,9998.627767857142,11200,999423,1155071,1376255,1490943,1572863,1638399
113,4761,478,23.593,17144.45,10061.865132743364,11300,1007615,1163263,1400831,1531903,1613823,1687551
114,3125,482,23.625,17173.03,10124.243771929825,11400,1015807,1171455,1417215,1531903,1622015,1687551
115,2173,485,23.671,17222.34,10185.966347826086,11500,1019903,1179647,1425407,1540095,1622015,1695743
116,14285,489,23.678,17235.74,10246.74025862069,11600,1028095,1187839,1441791,1540095,1622015,1695743
117,16666,494,23.684,17242.28,10306.531196581196,11700,1036287,1196031,1466367,1540095,1622015,1695743
118,20000,498,23.689,17247.82,10365.355677966101,11800,1040383,1204223,1482751,1540095,1622015,1695743
119,16666,502,23.696,17254.05,10423.24386554622,11900,1048575,1220607,1499135,1540095,1622015,1695743
120,3448,505,23.725,17266.36,10480.269833333334,12000,1056767,1220607,1507327,1540095,1630207,1695743
121,6666,509,23.74,17292.99,10536.573305785125,12100,1064959,1228799,1523711,1540095,1630207,1695743
122,10000,513,23.75,17306.14,10592.061557377048,12200,1073151,1236991,1531903,1548287,1630207,1703935
123,16666,517,23.756,17314.78,10646.717804878048,12300,1073151,1245183,1548287,1548287,1630207,1703935
124,16666,521,23.762,17320.8,10700.541048387096,12400,1081343,1253375,1556479,1548287,1630207,1703935
125,132,509,24.516,17737.64,10756.83784,12500,1089535,1261567,1572863,1581055,1671167,1744895
126,5882,513,24.533,18084.15,10814.99111111111,12600,1097727,1277951,1581055,1613823,1703935,1777663
127,8333,517,24.545,18099.19,10872.347007874016,12700,1105919,1286143,1597439,1613823,1703935,1777663
128,5263,521,24.565,18115.6,10928.934921875,12800,1105919,1294335,1605631,1613823,1703935,1777663
129,8333,524,24.577,18131.22,10984.766589147286,12900,1114111,1302527,1613823,1613823,1712127,1777663
130,12500,528,24.585,18141.7,11039.819923076922,13000,1122303,1310719,1622015,1622015,1712127,1785855
131,7142,532,24.599,18152.38,11094.11427480916,13100,1130495,1318911,1630207,1622015,1712127,1785855
132,5263,536,24.618,18169.3,11147.714166666667,13200,1130495,1327103,1638399,1622015,1712127,1785855
133,12500,540,24.626,18183.73,11200.616541353384,13300,1138687,1335295,1646591,1622015,1712127,1785855
134,12500,543,24.635,18191.49,11252.78723880597,13400,1146879,1343487,1654783,1622015,1712127,1785855
135,2500,547,24.675,18210.99,11304.329481481482,13500,1155071,1351679,1654783,1622015,1712127,1785855
136,16666,551,24.681,18238.98,11355.31955882353,13600,1163263,1359871,1662975,1630207,1720319,1794047
137,12500,554,24.689,18244.95,11405.608832116788,13700,1163263,1368063,1671167,1630207,1720319,1794047
138,109,539,25.599,18390.76,11456.225869565218,13800,1171455,1376255,1671167,1630207,1728511,1802239
139,3030,542,25.632,19176.21,11511.765323741007,13900,1179647,1384447,1679359,1712127,1810431,1884159
140,1315,544,25.708,19226.91,11566.8735,14000,1187839,1392639,1687551,1712127,1810431,1884159
