Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
81,109,56,144.251,130853.49,59634.416172839505,8100,7700479,9175039,11272191,11665407,12320767,12845055
82,109,56,145.161,131833.82,60514.89670731707,8200,7766015,9306111,11403263,11796479,12451839,12976127
83,104,56,146.119,131939.21,61375.43060240964,8300,7864319,9371647,11534335,11796479,12451839,12976127
84,27,56,149.768,133131.48,62229.669285714284,8400,7962623,9502719,11599871,11862015,12517375,13107199
85,36,55,152.489,135959.81,63097.082705882356,8500,8060927,9633791,11730943,12124159,12779519,13369343
86,36,55,155.224,139562.25,63986.21255813954,8600,8159231,9699327,11927551,12451839,13172735,13697023
87,35,55,158.005,141944.79,64882.28816091954,8700,8257535,9830399,12058623,12648447,13369343,13959167
88,2941,55,158.04,143627.79,65777.12340909091,8800,8355839,9961471,12255231,12845055,13500415,14090239
89,54,55,159.868,144622.25,66663.02370786517,8900,8454143,10027007,12386303,12910591,13631487,14221311
90,1562,56,159.932,145651.86,67540.67744444445,9000,8519679,10158079,12582911,12976127,13697023,14286847
91,101,56,160.918,146327.66,68406.46846153846,9100,8650751,10289151,12713983,13041663,13762559,14352383
92,54,56,162.767,146936.93,69260.06043478262,9200,8716287,10420223,12779519,13107199,13828095,14417919
93,103,56,163.733,147779.58,70104.35634408602,9300,8781823,10485759,12910591,13172735,13893631,14483455
94,36,56,166.451,149458.33,70948.54755319149,9400,8912895,10616831,13041663,13303807,14090239,14680063
95,36,56,169.168,152437.88,71806.33,9500,8978431,10747903,13172735,13565951,14352383,14942207
96,55,56,170.98,154331.75,72665.96979166666,9600,9109503,10813439,13303807,13762559,14548991,15138815
97,109,56,171.895,155777.24,73522.78701030927,9700,9175039,10944511,13500415,13893631,14680063,15269887
98,109,56,172.808,156935.23,74373.9343877551,9800,9306111,11075583,13631487,14024703,14811135,15400959
99,6666,57,172.823,157610.11,75214.70383838384,9900,9371647,11141119,13762559,14090239,14876671,15466495
100,108,57,173.741,158442.29,76046.9797,10000,9437183,11272191,13893631,14155775,14942207,15532031
