Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,1,1,29.928,1366.58,1366.58,50,54783,61439,66047,54783,61439,66047
2,2,1,54.264,2356.46,1861.52,100,92159,103935,113151,103935,111103,115711
3,2,1,78.547,2350.44,2024.4933333333333,150,98815,108543,115199,103423,110591,115199
4,2,1,102.648,2346.32,2104.95,200,101375,108543,115199,103423,110591,115199
5,2,1,126.754,2350.32,2154.024,250,101375,108543,115199,103423,110591,115199
6,2,1,150.751,2343.52,2185.6066666666666,300,101887,108543,115199,103423,110591,115199
7,2,2,174.738,2346.4,2208.577142857143,350,103423,110591,115199,103423,110591,115199
8,2,2,198.739,2346.58,2225.8275,400,103423,110591,115199,103423,110591,115199
9,2,2,222.744,2346.78,2239.266666666667,450,103423,110591,115199,103423,110591,115199
10,2,2,246.728,2350.62,2250.402,500,103423,110591,115199,103935,110591,115199
11,2,2,270.702,2347.68,2259.2454545454543,550,103423,110591,115199,103423,110591,115199
12,2,2,294.711,2348.9,2266.7166666666667,600,103423,110591,115199,103423,110591,115199
13,2,2,318.689,2351.44,2273.233846153846,650,103423,110591,115199,103935,110591,115711
14,2,2,342.674,2349.64,2278.691428571429,700,103423,110591,115199,103423,110591,115199
15,2,2,366.673,2348.98,2283.3773333333334,750,103423,110591,115199,103423,110591,115199
16,2,2,390.645,2354.78,2287.84,800,103423,110591,115199,103935,111103,115711
17,2,2,414.629,2355.08,2291.7952941176472,850,103423,110591,115199,103935,111103,115711
18,2,2,438.601,2351.56,2295.1155555555556,900,103935,110591,115199,103935,110591,115711
19,2,2,462.589,2352.02,2298.1105263157897,950,103935,110591,115199,103935,110591,115711
20,2,2,486.569,2351.14,2300.762,1000,103935,110591,115199,103935,110591,115711
21,2,2,510.546,2352.82,2303.2409523809524,1050,103935,110591,115199,103935,110591,115711
22,2,2,534.546,2355.58,2305.62,1100,103935,110591,115199,103935,111103,115711
23,2,2,558.529,2355.5,2307.788695652174,1150,103935,110591,115199,103935,111103,115711
24,2,2,582.505,2357.04,2309.840833333333,1200,103935,110591,115199,103935,111103,115711
25,2,2,606.469,2357.24,2311.7368,1250,103935,110591,115199,103935,111103,115711
26,2,2,630.48,2362.32,2313.682307692308,1300,103935,110591,115199,103935,111103,116223
27,2,2,654.462,2360.26,2315.4074074074074,1350,103935,110591,115711,103935,111103,115711
28,2,2,678.426,2359.64,2316.9871428571428,1400,103935,110591,115711,103935,111103,115711
29,2,2,702.412,2357.88,2318.3972413793103,1450,103935,110591,115711,103935,111103,115711
30,2,2,726.403,2360.84,2319.812,1500,103935,110591,115711,103935,111103,115711
31,2,2,750.382,2359.2,2321.082580645161,1550,103935,110591,115711,103935,111103,115711
32,2,2,774.363,2360.82,2322.324375,1600,103935,110591,115711,103935,111103,115711
33,2,2,798.338,2359.12,2323.439393939394,1650,103935,110591,115711,103935,111103,115711
34,2,2,822.324,2358.96,2324.4841176470586,1700,103935,110591,115711,103935,111103,115711
35,2,2,846.302,2353.88,2325.324,1750,103935,110591,115711,103935,111103,115711
36,2,2,870.283,2345.04,2325.8716666666664,1800,103935,110591,115711,103423,110591,115199
37,2,2,894.263,2348.16,2326.4740540540542,1850,103935,110591,115711,103423,110591,115199
38,2,2,918.254,2344.96,2326.9605263157896,1900,103935,110591,115711,103423,110591,115199
