4,4,17,69.281,25401.763333333332,8300.634166666667,1200,2637823,4784127,6979583,6127615,6782975,7438335
5,4,10,139.891,80165.22333333333,22673.552,1500,9895935,16383999,22413311,20971519,22413311,23724031
6,4,8,210.196,134807.9,41362.61,1800,19660799,26607615,37486591,35651583,38010879,39845887
7,4,7,280.187,190575.71333333335,62678.76761904762,2100,28966911,38010879,52428799,50593791,53739519,56360959
8,4,6,349.248,245025.53666666665,85472.11375,2400,38010879,50069503,67108863,65535999,69730303,72876031
9,4,6,419.275,299063.11,109204.44666666667,2700,48234495,61079551,80740351,80216063,84934655,88604671
10,4,6,489.863,352998.56666666665,133583.85866666667,3000,56885247,72351743,94371839,94371839,100139007,104857599
11,4,5,560.744,408085.41333333333,158538.54545454544,3300,67108863,84410367,108527615,109576191,115867647,121110527
12,6,5,609.423,502422.19333333336,187195.51611111112,3600,76546047,95944703,128450559,132120575,141557759,148897791
13,740,6,609.829,603846.0266666666,219245.55538461538,3900,88604671,113246207,157286399,162529279,171966463,179306495
14,481,6,610.452,602662.83,246632.50357142856,4200,100139007,128450559,168820735,162529279,171966463,179306495
15,911,7,610.783,605482.9,270555.86333333334,4500,110100479,139460607,171966463,163577855,171966463,179306495
16,243,7,612.013,604337.8633333333,291417.23833333334,4800,118489087,145752063,174063615,162529279,171966463,179306495
17,842,8,612.369,601477.1233333333,309656.0550980392,5100,124780543,149946367,175112191,162529279,170917887,178257919
18,480,8,612.993,604299.8033333333,326025.15222222224,5400,130023423,154140671,176160767,163577855,171966463,179306495
19,474,9,613.625,603698.45,340639.53631578945,5700,134217727,156237823,176160767,162529279,171966463,179306495
20,437,9,614.312,604682.3933333333,353841.67916666664,6000,137363455,158334975,177209343,163577855,171966463,179306495
21,898,10,614.646,607749.99,365932.5511111111,6300,140509183,160432127,177209343,163577855,173015039,180355071
22,476,10,615.275,605018.1,376800.07606060605,6600,142606335,161480703,177209343,163577855,171966463,179306495
23,473,11,615.909,602563.82,386615.8910144928,6900,143654911,162529279,177209343,162529279,171966463,179306495
24,923,11,616.234,605629.6366666667,395741.46375,7200,145752063,163577855,178257919,163577855,173015039,179306495
25,325,12,617.157,604629.2133333334,404096.97373333335,7500,146800639,163577855,178257919,163577855,171966463,179306495
26,920,12,617.484,607902.24,411935.6378205128,7800,147849215,164626431,178257919,163577855,173015039,180355071
